"resp.id","domanda","profilo","n_film","tipo_film","h","qual_stream","qual_cine","prezzo","scelta","professione","sesso","et√."
32,280,2,7,"Indipendenti","15-19","4K","IMAX",60,0,"Lavoratore Dipendente","F","51+"
32,280,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","F","51+"
32,281,1,4,"Commerciali","15-19","FullHD","IMAX",80,1,"Lavoratore Dipendente","F","51+"
32,281,2,7,"Indipendenti","21-24","4K","3D",40,0,"Lavoratore Dipendente","F","51+"
32,281,3,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","51+"
32,282,1,4,"Animazione","21-24","4K","IMAX",40,0,"Lavoratore Dipendente","F","51+"
32,282,2,7,"Animazione","15-19","4K","Standard",40,1,"Lavoratore Dipendente","F","51+"
32,282,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Dipendente","F","51+"
32,283,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Dipendente","F","51+"
32,283,2,7,"Commerciali","21-24","FullHD","Standard",80,1,"Lavoratore Dipendente","F","51+"
32,283,3,7,"Indipendenti","21-24","FullHD","3D",40,0,"Lavoratore Dipendente","F","51+"
32,284,1,7,"Commerciali","21-24","4K","Standard",80,0,"Lavoratore Dipendente","F","51+"
32,284,2,10,"Indipendenti","9-13","FullHD","IMAX",40,1,"Lavoratore Dipendente","F","51+"
32,284,3,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Dipendente","F","51+"
32,285,1,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","F","51+"
32,285,2,10,"Animazione","9-13","4K","Standard",60,1,"Lavoratore Dipendente","F","51+"
32,285,3,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Dipendente","F","51+"
32,286,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","51+"
32,286,2,10,"Commerciali","15-19","FullHD","3D",40,1,"Lavoratore Dipendente","F","51+"
32,286,3,10,"Indipendenti","15-19","4K","Standard",80,0,"Lavoratore Dipendente","F","51+"
32,287,1,10,"Commerciali","15-19","4K","3D",40,1,"Lavoratore Dipendente","F","51+"
32,287,2,4,"Indipendenti","21-24","FullHD","Standard",60,0,"Lavoratore Dipendente","F","51+"
32,287,3,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","F","51+"
32,288,1,4,"Commerciali","9-13","FullHD","Standard",40,1,"Lavoratore Dipendente","F","51+"
32,288,2,7,"Animazione","9-13","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","51+"
32,288,3,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","F","51+"
33,289,1,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Lavoratore Dipendente","F","22-25"
33,289,2,7,"Indipendenti","15-19","4K","IMAX",60,0,"Lavoratore Dipendente","F","22-25"
33,289,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","F","22-25"
33,290,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
33,290,2,7,"Indipendenti","21-24","4K","3D",40,1,"Lavoratore Dipendente","F","22-25"
33,290,3,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","22-25"
33,291,1,4,"Animazione","21-24","4K","IMAX",40,0,"Lavoratore Dipendente","F","22-25"
33,291,2,7,"Animazione","15-19","4K","Standard",40,1,"Lavoratore Dipendente","F","22-25"
33,291,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Dipendente","F","22-25"
33,292,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Dipendente","F","22-25"
33,292,2,7,"Commerciali","21-24","FullHD","Standard",80,1,"Lavoratore Dipendente","F","22-25"
33,292,3,7,"Indipendenti","21-24","FullHD","3D",40,0,"Lavoratore Dipendente","F","22-25"
33,293,1,7,"Commerciali","21-24","4K","Standard",80,0,"Lavoratore Dipendente","F","22-25"
33,293,2,10,"Indipendenti","9-13","FullHD","IMAX",40,0,"Lavoratore Dipendente","F","22-25"
33,293,3,4,"Commerciali","9-13","FullHD","Standard",40,1,"Lavoratore Dipendente","F","22-25"
33,294,1,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","F","22-25"
33,294,2,10,"Animazione","9-13","4K","Standard",60,0,"Lavoratore Dipendente","F","22-25"
33,294,3,7,"Animazione","15-19","FullHD","Standard",40,1,"Lavoratore Dipendente","F","22-25"
33,295,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","22-25"
33,295,2,10,"Commerciali","15-19","FullHD","3D",40,1,"Lavoratore Dipendente","F","22-25"
33,295,3,10,"Indipendenti","15-19","4K","Standard",80,0,"Lavoratore Dipendente","F","22-25"
33,296,1,10,"Commerciali","15-19","4K","3D",40,1,"Lavoratore Dipendente","F","22-25"
33,296,2,4,"Indipendenti","21-24","FullHD","Standard",60,0,"Lavoratore Dipendente","F","22-25"
33,296,3,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","F","22-25"
33,297,1,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Dipendente","F","22-25"
33,297,2,7,"Animazione","9-13","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","22-25"
33,297,3,7,"Animazione","9-13","4K","IMAX",80,1,"Lavoratore Dipendente","F","22-25"
34,298,1,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Lavoratore Dipendente","F","26-30"
34,298,2,7,"Indipendenti","15-19","4K","IMAX",60,0,"Lavoratore Dipendente","F","26-30"
34,298,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","F","26-30"
34,299,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","26-30"
34,299,2,7,"Indipendenti","21-24","4K","3D",40,1,"Lavoratore Dipendente","F","26-30"
34,299,3,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","26-30"
34,300,1,4,"Animazione","21-24","4K","IMAX",40,1,"Lavoratore Dipendente","F","26-30"
34,300,2,7,"Animazione","15-19","4K","Standard",40,0,"Lavoratore Dipendente","F","26-30"
34,300,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Dipendente","F","26-30"
34,301,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Dipendente","F","26-30"
34,301,2,7,"Commerciali","21-24","FullHD","Standard",80,0,"Lavoratore Dipendente","F","26-30"
34,301,3,7,"Indipendenti","21-24","FullHD","3D",40,1,"Lavoratore Dipendente","F","26-30"
34,302,1,7,"Commerciali","21-24","4K","Standard",80,0,"Lavoratore Dipendente","F","26-30"
34,302,2,10,"Indipendenti","9-13","FullHD","IMAX",40,0,"Lavoratore Dipendente","F","26-30"
34,302,3,4,"Commerciali","9-13","FullHD","Standard",40,1,"Lavoratore Dipendente","F","26-30"
34,303,1,10,"Animazione","21-24","FullHD","3D",80,1,"Lavoratore Dipendente","F","26-30"
34,303,2,10,"Animazione","9-13","4K","Standard",60,0,"Lavoratore Dipendente","F","26-30"
34,303,3,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Dipendente","F","26-30"
34,304,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","26-30"
34,304,2,10,"Commerciali","15-19","FullHD","3D",40,1,"Lavoratore Dipendente","F","26-30"
34,304,3,10,"Indipendenti","15-19","4K","Standard",80,0,"Lavoratore Dipendente","F","26-30"
34,305,1,10,"Commerciali","15-19","4K","3D",40,0,"Lavoratore Dipendente","F","26-30"
34,305,2,4,"Indipendenti","21-24","FullHD","Standard",60,1,"Lavoratore Dipendente","F","26-30"
34,305,3,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","F","26-30"
34,306,1,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Dipendente","F","26-30"
34,306,2,7,"Animazione","9-13","FullHD","IMAX",80,1,"Lavoratore Dipendente","F","26-30"
34,306,3,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","F","26-30"
35,307,1,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Lavoratore Autonomo","M","51+"
35,307,2,7,"Indipendenti","15-19","4K","IMAX",60,0,"Lavoratore Autonomo","M","51+"
35,307,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Autonomo","M","51+"
35,308,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Autonomo","M","51+"
35,308,2,7,"Indipendenti","21-24","4K","3D",40,1,"Lavoratore Autonomo","M","51+"
35,308,3,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Autonomo","M","51+"
35,309,1,4,"Animazione","21-24","4K","IMAX",40,1,"Lavoratore Autonomo","M","51+"
35,309,2,7,"Animazione","15-19","4K","Standard",40,0,"Lavoratore Autonomo","M","51+"
35,309,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Autonomo","M","51+"
35,310,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Autonomo","M","51+"
35,310,2,7,"Commerciali","21-24","FullHD","Standard",80,1,"Lavoratore Autonomo","M","51+"
35,310,3,7,"Indipendenti","21-24","FullHD","3D",40,0,"Lavoratore Autonomo","M","51+"
35,311,1,7,"Commerciali","21-24","4K","Standard",80,1,"Lavoratore Autonomo","M","51+"
35,311,2,10,"Indipendenti","9-13","FullHD","IMAX",40,0,"Lavoratore Autonomo","M","51+"
35,311,3,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Autonomo","M","51+"
35,312,1,10,"Animazione","21-24","FullHD","3D",80,1,"Lavoratore Autonomo","M","51+"
35,312,2,10,"Animazione","9-13","4K","Standard",60,0,"Lavoratore Autonomo","M","51+"
35,312,3,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Autonomo","M","51+"
35,313,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Autonomo","M","51+"
35,313,2,10,"Commerciali","15-19","FullHD","3D",40,1,"Lavoratore Autonomo","M","51+"
35,313,3,10,"Indipendenti","15-19","4K","Standard",80,0,"Lavoratore Autonomo","M","51+"
35,314,1,10,"Commerciali","15-19","4K","3D",40,0,"Lavoratore Autonomo","M","51+"
35,314,2,4,"Indipendenti","21-24","FullHD","Standard",60,1,"Lavoratore Autonomo","M","51+"
35,314,3,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Autonomo","M","51+"
35,315,1,4,"Commerciali","9-13","FullHD","Standard",40,1,"Lavoratore Autonomo","M","51+"
35,315,2,7,"Animazione","9-13","FullHD","IMAX",80,0,"Lavoratore Autonomo","M","51+"
35,315,3,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Autonomo","M","51+"
36,316,1,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Lavoratore Dipendente","F","51+"
36,316,2,7,"Indipendenti","15-19","4K","IMAX",60,0,"Lavoratore Dipendente","F","51+"
36,316,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","F","51+"
36,317,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","51+"
36,317,2,7,"Indipendenti","21-24","4K","3D",40,1,"Lavoratore Dipendente","F","51+"
36,317,3,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","51+"
36,318,1,4,"Animazione","21-24","4K","IMAX",40,1,"Lavoratore Dipendente","F","51+"
36,318,2,7,"Animazione","15-19","4K","Standard",40,0,"Lavoratore Dipendente","F","51+"
36,318,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Dipendente","F","51+"
36,319,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Dipendente","F","51+"
36,319,2,7,"Commerciali","21-24","FullHD","Standard",80,0,"Lavoratore Dipendente","F","51+"
36,319,3,7,"Indipendenti","21-24","FullHD","3D",40,1,"Lavoratore Dipendente","F","51+"
36,320,1,7,"Commerciali","21-24","4K","Standard",80,1,"Lavoratore Dipendente","F","51+"
36,320,2,10,"Indipendenti","9-13","FullHD","IMAX",40,0,"Lavoratore Dipendente","F","51+"
36,320,3,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Dipendente","F","51+"
36,321,1,10,"Animazione","21-24","FullHD","3D",80,1,"Lavoratore Dipendente","F","51+"
36,321,2,10,"Animazione","9-13","4K","Standard",60,0,"Lavoratore Dipendente","F","51+"
36,321,3,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Dipendente","F","51+"
36,322,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","51+"
36,322,2,10,"Commerciali","15-19","FullHD","3D",40,1,"Lavoratore Dipendente","F","51+"
36,322,3,10,"Indipendenti","15-19","4K","Standard",80,0,"Lavoratore Dipendente","F","51+"
36,323,1,10,"Commerciali","15-19","4K","3D",40,0,"Lavoratore Dipendente","F","51+"
36,323,2,4,"Indipendenti","21-24","FullHD","Standard",60,1,"Lavoratore Dipendente","F","51+"
36,323,3,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","F","51+"
36,324,1,4,"Commerciali","9-13","FullHD","Standard",40,1,"Lavoratore Dipendente","F","51+"
36,324,2,7,"Animazione","9-13","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","51+"
36,324,3,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","F","51+"
37,325,1,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Lavoratore Dipendente","M","31-40"
37,325,2,7,"Indipendenti","15-19","4K","IMAX",60,1,"Lavoratore Dipendente","M","31-40"
37,325,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","M","31-40"
37,326,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","M","31-40"
37,326,2,7,"Indipendenti","21-24","4K","3D",40,1,"Lavoratore Dipendente","M","31-40"
37,326,3,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","M","31-40"
37,327,1,4,"Animazione","21-24","4K","IMAX",40,0,"Lavoratore Dipendente","M","31-40"
37,327,2,7,"Animazione","15-19","4K","Standard",40,1,"Lavoratore Dipendente","M","31-40"
37,327,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Dipendente","M","31-40"
37,328,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Dipendente","M","31-40"
37,328,2,7,"Commerciali","21-24","FullHD","Standard",80,1,"Lavoratore Dipendente","M","31-40"
37,328,3,7,"Indipendenti","21-24","FullHD","3D",40,0,"Lavoratore Dipendente","M","31-40"
37,329,1,7,"Commerciali","21-24","4K","Standard",80,0,"Lavoratore Dipendente","M","31-40"
37,329,2,10,"Indipendenti","9-13","FullHD","IMAX",40,1,"Lavoratore Dipendente","M","31-40"
37,329,3,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Dipendente","M","31-40"
37,330,1,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","M","31-40"
37,330,2,10,"Animazione","9-13","4K","Standard",60,1,"Lavoratore Dipendente","M","31-40"
37,330,3,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Dipendente","M","31-40"
37,331,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","M","31-40"
37,331,2,10,"Commerciali","15-19","FullHD","3D",40,0,"Lavoratore Dipendente","M","31-40"
37,331,3,10,"Indipendenti","15-19","4K","Standard",80,1,"Lavoratore Dipendente","M","31-40"
37,332,1,10,"Commerciali","15-19","4K","3D",40,0,"Lavoratore Dipendente","M","31-40"
37,332,2,4,"Indipendenti","21-24","FullHD","Standard",60,1,"Lavoratore Dipendente","M","31-40"
37,332,3,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","M","31-40"
37,333,1,4,"Commerciali","9-13","FullHD","Standard",40,1,"Lavoratore Dipendente","M","31-40"
37,333,2,7,"Animazione","9-13","FullHD","IMAX",80,0,"Lavoratore Dipendente","M","31-40"
37,333,3,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","M","31-40"
38,334,1,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Lavoratore Dipendente","Altro","22-25"
38,334,2,7,"Indipendenti","15-19","4K","IMAX",60,0,"Lavoratore Dipendente","Altro","22-25"
38,334,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","Altro","22-25"
38,335,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","Altro","22-25"
38,335,2,7,"Indipendenti","21-24","4K","3D",40,1,"Lavoratore Dipendente","Altro","22-25"
38,335,3,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","Altro","22-25"
38,336,1,4,"Animazione","21-24","4K","IMAX",40,0,"Lavoratore Dipendente","Altro","22-25"
38,336,2,7,"Animazione","15-19","4K","Standard",40,1,"Lavoratore Dipendente","Altro","22-25"
38,336,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Dipendente","Altro","22-25"
38,337,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Dipendente","Altro","22-25"
38,337,2,7,"Commerciali","21-24","FullHD","Standard",80,0,"Lavoratore Dipendente","Altro","22-25"
38,337,3,7,"Indipendenti","21-24","FullHD","3D",40,1,"Lavoratore Dipendente","Altro","22-25"
38,338,1,7,"Commerciali","21-24","4K","Standard",80,0,"Lavoratore Dipendente","Altro","22-25"
38,338,2,10,"Indipendenti","9-13","FullHD","IMAX",40,1,"Lavoratore Dipendente","Altro","22-25"
38,338,3,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Dipendente","Altro","22-25"
38,339,1,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","Altro","22-25"
38,339,2,10,"Animazione","9-13","4K","Standard",60,1,"Lavoratore Dipendente","Altro","22-25"
38,339,3,7,"Animazione","15-19","FullHD","Standard",40,0,"Lavoratore Dipendente","Altro","22-25"
38,340,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","Altro","22-25"
38,340,2,10,"Commerciali","15-19","FullHD","3D",40,0,"Lavoratore Dipendente","Altro","22-25"
38,340,3,10,"Indipendenti","15-19","4K","Standard",80,1,"Lavoratore Dipendente","Altro","22-25"
38,341,1,10,"Commerciali","15-19","4K","3D",40,0,"Lavoratore Dipendente","Altro","22-25"
38,341,2,4,"Indipendenti","21-24","FullHD","Standard",60,1,"Lavoratore Dipendente","Altro","22-25"
38,341,3,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","Altro","22-25"
38,342,1,4,"Commerciali","9-13","FullHD","Standard",40,1,"Lavoratore Dipendente","Altro","22-25"
38,342,2,7,"Animazione","9-13","FullHD","IMAX",80,0,"Lavoratore Dipendente","Altro","22-25"
38,342,3,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","Altro","22-25"
39,343,1,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Lavoratore Autonomo","M","22-25"
39,343,2,7,"Indipendenti","15-19","4K","IMAX",60,0,"Lavoratore Autonomo","M","22-25"
39,343,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Autonomo","M","22-25"
39,344,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Autonomo","M","22-25"
39,344,2,7,"Indipendenti","21-24","4K","3D",40,0,"Lavoratore Autonomo","M","22-25"
39,344,3,10,"Animazione","9-13","FullHD","Standard",60,1,"Lavoratore Autonomo","M","22-25"
39,345,1,4,"Animazione","21-24","4K","IMAX",40,0,"Lavoratore Autonomo","M","22-25"
39,345,2,7,"Animazione","15-19","4K","Standard",40,1,"Lavoratore Autonomo","M","22-25"
39,345,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Autonomo","M","22-25"
39,346,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Autonomo","M","22-25"
39,346,2,7,"Commerciali","21-24","FullHD","Standard",80,0,"Lavoratore Autonomo","M","22-25"
39,346,3,7,"Indipendenti","21-24","FullHD","3D",40,1,"Lavoratore Autonomo","M","22-25"
39,347,1,7,"Commerciali","21-24","4K","Standard",80,0,"Lavoratore Autonomo","M","22-25"
39,347,2,10,"Indipendenti","9-13","FullHD","IMAX",40,1,"Lavoratore Autonomo","M","22-25"
39,347,3,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Autonomo","M","22-25"
39,348,1,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Autonomo","M","22-25"
39,348,2,10,"Animazione","9-13","4K","Standard",60,0,"Lavoratore Autonomo","M","22-25"
39,348,3,7,"Animazione","15-19","FullHD","Standard",40,1,"Lavoratore Autonomo","M","22-25"
39,349,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Autonomo","M","22-25"
39,349,2,10,"Commerciali","15-19","FullHD","3D",40,1,"Lavoratore Autonomo","M","22-25"
39,349,3,10,"Indipendenti","15-19","4K","Standard",80,0,"Lavoratore Autonomo","M","22-25"
39,350,1,10,"Commerciali","15-19","4K","3D",40,1,"Lavoratore Autonomo","M","22-25"
39,350,2,4,"Indipendenti","21-24","FullHD","Standard",60,0,"Lavoratore Autonomo","M","22-25"
39,350,3,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Autonomo","M","22-25"
39,351,1,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Autonomo","M","22-25"
39,351,2,7,"Animazione","9-13","FullHD","IMAX",80,1,"Lavoratore Autonomo","M","22-25"
39,351,3,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Autonomo","M","22-25"
40,352,1,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Studente","M","18-21"
40,352,2,7,"Indipendenti","15-19","4K","IMAX",60,0,"Studente","M","18-21"
40,352,3,10,"Animazione","21-24","FullHD","3D",80,0,"Studente","M","18-21"
40,353,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Studente","M","18-21"
40,353,2,7,"Indipendenti","21-24","4K","3D",40,0,"Studente","M","18-21"
40,353,3,10,"Animazione","9-13","FullHD","Standard",60,1,"Studente","M","18-21"
40,354,1,4,"Animazione","21-24","4K","IMAX",40,0,"Studente","M","18-21"
40,354,2,7,"Animazione","15-19","4K","Standard",40,1,"Studente","M","18-21"
40,354,3,4,"Animazione","15-19","4K","3D",60,0,"Studente","M","18-21"
40,355,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Studente","M","18-21"
40,355,2,7,"Commerciali","21-24","FullHD","Standard",80,0,"Studente","M","18-21"
40,355,3,7,"Indipendenti","21-24","FullHD","3D",40,1,"Studente","M","18-21"
40,356,1,7,"Commerciali","21-24","4K","Standard",80,0,"Studente","M","18-21"
40,356,2,10,"Indipendenti","9-13","FullHD","IMAX",40,1,"Studente","M","18-21"
40,356,3,4,"Commerciali","9-13","FullHD","Standard",40,0,"Studente","M","18-21"
40,357,1,10,"Animazione","21-24","FullHD","3D",80,0,"Studente","M","18-21"
40,357,2,10,"Animazione","9-13","4K","Standard",60,0,"Studente","M","18-21"
40,357,3,7,"Animazione","15-19","FullHD","Standard",40,1,"Studente","M","18-21"
40,358,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Studente","M","18-21"
40,358,2,10,"Commerciali","15-19","FullHD","3D",40,1,"Studente","M","18-21"
40,358,3,10,"Indipendenti","15-19","4K","Standard",80,0,"Studente","M","18-21"
40,359,1,10,"Commerciali","15-19","4K","3D",40,1,"Studente","M","18-21"
40,359,2,4,"Indipendenti","21-24","FullHD","Standard",60,0,"Studente","M","18-21"
40,359,3,7,"Commerciali","9-13","4K","3D",60,0,"Studente","M","18-21"
40,360,1,4,"Commerciali","9-13","FullHD","Standard",40,1,"Studente","M","18-21"
40,360,2,7,"Animazione","9-13","FullHD","IMAX",80,0,"Studente","M","18-21"
40,360,3,7,"Animazione","9-13","4K","IMAX",80,0,"Studente","M","18-21"
41,361,1,10,"Commerciali","21-24","FullHD","IMAX",60,0,"Lavoratore Dipendente","F","26-30"
41,361,2,7,"Indipendenti","15-19","4K","IMAX",60,1,"Lavoratore Dipendente","F","26-30"
41,361,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","F","26-30"
41,362,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","26-30"
41,362,2,7,"Indipendenti","21-24","4K","3D",40,1,"Lavoratore Dipendente","F","26-30"
41,362,3,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","26-30"
41,363,1,4,"Animazione","21-24","4K","IMAX",40,1,"Lavoratore Dipendente","F","26-30"
41,363,2,7,"Animazione","15-19","4K","Standard",40,0,"Lavoratore Dipendente","F","26-30"
41,363,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Dipendente","F","26-30"
41,364,1,7,"Indipendenti","15-19","FullHD","IMAX",60,0,"Lavoratore Dipendente","F","26-30"
41,364,2,7,"Commerciali","21-24","FullHD","Standard",80,0,"Lavoratore Dipendente","F","26-30"
41,364,3,7,"Indipendenti","21-24","FullHD","3D",40,1,"Lavoratore Dipendente","F","26-30"
41,365,1,7,"Commerciali","21-24","4K","Standard",80,0,"Lavoratore Dipendente","F","26-30"
41,365,2,10,"Indipendenti","9-13","FullHD","IMAX",40,1,"Lavoratore Dipendente","F","26-30"
41,365,3,4,"Commerciali","9-13","FullHD","Standard",40,0,"Lavoratore Dipendente","F","26-30"
41,366,1,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Dipendente","F","26-30"
41,366,2,10,"Animazione","9-13","4K","Standard",60,0,"Lavoratore Dipendente","F","26-30"
41,366,3,7,"Animazione","15-19","FullHD","Standard",40,1,"Lavoratore Dipendente","F","26-30"
41,367,1,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Dipendente","F","26-30"
41,367,2,10,"Commerciali","15-19","FullHD","3D",40,1,"Lavoratore Dipendente","F","26-30"
41,367,3,10,"Indipendenti","15-19","4K","Standard",80,0,"Lavoratore Dipendente","F","26-30"
41,368,1,10,"Commerciali","15-19","4K","3D",40,0,"Lavoratore Dipendente","F","26-30"
41,368,2,4,"Indipendenti","21-24","FullHD","Standard",60,1,"Lavoratore Dipendente","F","26-30"
41,368,3,7,"Commerciali","9-13","4K","3D",60,0,"Lavoratore Dipendente","F","26-30"
41,369,1,4,"Commerciali","9-13","FullHD","Standard",40,1,"Lavoratore Dipendente","F","26-30"
41,369,2,7,"Animazione","9-13","FullHD","IMAX",80,0,"Lavoratore Dipendente","F","26-30"
41,369,3,7,"Animazione","9-13","4K","IMAX",80,0,"Lavoratore Dipendente","F","26-30"
42,370,1,10,"Commerciali","21-24","FullHD","IMAX",60,1,"Lavoratore Autonomo","M","22-25"
42,370,2,7,"Indipendenti","15-19","4K","IMAX",60,0,"Lavoratore Autonomo","M","22-25"
42,370,3,10,"Animazione","21-24","FullHD","3D",80,0,"Lavoratore Autonomo","M","22-25"
42,371,1,4,"Commerciali","15-19","FullHD","IMAX",80,0,"Lavoratore Autonomo","M","22-25"
42,371,2,7,"Indipendenti","21-24","4K","3D",40,1,"Lavoratore Autonomo","M","22-25"
42,371,3,10,"Animazione","9-13","FullHD","Standard",60,0,"Lavoratore Autonomo","M","22-25"
42,372,1,4,"Animazione","21-24","4K","IMAX",40,1,"Lavoratore Autonomo","M","22-25"
42,372,2,7,"Animazione","15-19","4K","Standard",40,0,"Lavoratore Autonomo","M","22-25"
42,372,3,4,"Animazione","15-19","4K","3D",60,0,"Lavoratore Autonomo","M","22-25"
